纬度：4047.670  时间：013504  地磁偏角：100517  经度：11141.711  地面速率：012.3  海拔高度：1058  UTC时间：1时50分04秒卫星：09  确切时间：2017年5月10日
纬度：4047.674  时间：013505  地磁偏角：100517  经度：11141.709  地面速率：012.4  海拔高度：1057  UTC时间：1时50分05秒卫星：10  确切时间：2017年5月10日
纬度：4047.677  时间：013506  地磁偏角：100517  经度：11141.708  地面速率：012.1  海拔高度：1057  UTC时间：1时50分06秒卫星：09  确切时间：2017年5月10日
纬度：4047.680  时间：013507  地磁偏角：100517  经度：11141.707  地面速率：011.8  海拔高度：1057  UTC时间：1时50分07秒卫星：09  确切时间：2017年5月10日
纬度：4047.683  时间：013508  地磁偏角：100517  经度：11141.705  地面速率：011.3  海拔高度：1057  UTC时间：1时50分08秒卫星：09  确切时间：2017年5月10日
纬度：4047.686  时间：013509  地磁偏角：100517  经度：11141.704  地面速率：009.5  海拔高度：1057  UTC时间：1时50分09秒卫星：09  确切时间：2017年5月10日
纬度：4047.688  时间：013510  地磁偏角：100517  经度：11141.704  地面速率：008.9  海拔高度：1058  UTC时间：1时51分10秒卫星：09  确切时间：2017年5月10日
纬度：4047.690  时间：013511  地磁偏角：100517  经度：11141.703  地面速率：009.0  海拔高度：1058  UTC时间：1时51分11秒卫星：09  确切时间：2017年5月10日
纬度：4047.693  时间：013512  地磁偏角：100517  经度：11141.702  地面速率：009.4  海拔高度：1057  UTC时间：1时51分12秒卫星：09  确切时间：2017年5月10日
纬度：4047.695  时间：013513  地磁偏角：100517  经度：11141.701  地面速率：008.3  海拔高度：1057  UTC时间：1时51分13秒卫星：09  确切时间：2017年5月10日
纬度：4047.697  时间：013514  地磁偏角：100517  经度：11141.701  地面速率：006.0  海拔高度：1057  UTC时间：1时51分14秒卫星：09  确切时间：2017年5月10日
纬度：4047.699  时间：013515  地磁偏角：100517  经度：11141.700  地面速率：005.3  海拔高度：1057  UTC时间：1时51分15秒卫星：09  确切时间：2017年5月10日
纬度：4047.700  时间：013516  地磁偏角：100517  经度：11141.700  地面速率：004.9  海拔高度：1056  UTC时间：1时51分16秒卫星：09  确切时间：2017年5月10日
纬度：4047.701  时间：013517  地磁偏角：100517  经度：11141.699  地面速率：002.4  海拔高度：1056  UTC时间：1时51分17秒卫星：09  确切时间：2017年5月10日
纬度：4047.702  时间：013518  地磁偏角：100517  经度：11141.700  地面速率：002.0  海拔高度：1056  UTC时间：1时51分18秒卫星：09  确切时间：2017年5月10日
纬度：4047.702  时间：013519  地磁偏角：100517  经度：11141.700  地面速率：002.3  海拔高度：1057  UTC时间：1时51分19秒卫星：09  确切时间：2017年5月10日
纬度：4047.703  时间：013520  地磁偏角：100517  经度：11141.701  地面速率：003.1  海拔高度：1057  UTC时间：1时52分20秒卫星：09  确切时间：2017年5月10日
纬度：4047.704  时间：013521  地磁偏角：100517  经度：11141.700  地面速率：005.7  海拔高度：1057  UTC时间：1时52分21秒卫星：08  确切时间：2017年5月10日
纬度：4047.706  时间：013522  地磁偏角：100517  经度：11141.700  地面速率：009.4  海拔高度：1057  UTC时间：1时52分22秒卫星：08  确切时间：2017年5月10日
纬度：4047.710  时间：013523  地磁偏角：100517  经度：11141.699  地面速率：013.1  海拔高度：1057  UTC时间：1时52分23秒卫星：08  确切时间：2017年5月10日
纬度：4047.713  时间：013524  地磁偏角：100517  经度：11141.698  地面速率：013.1  海拔高度：1057  UTC时间：1时52分24秒卫星：08  确切时间：2017年5月10日
纬度：4047.716  时间：013525  地磁偏角：100517  经度：11141.697  地面速率：009.2  海拔高度：1057  UTC时间：1时52分25秒卫星：08  确切时间：2017年5月10日
